,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,description,website,market_cap,net_income_before_eo
167,AMRS US Equity,"Amyris, Inc.",2,$158.15M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs,na,na,0,0
168,ANAC US Equity,"Anacor Pharmaceuticals, Inc.",43.49,$1.87B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anac,na,na,0,0
169,ANAD US Equity,"ANADIGICS, Inc.",1.24,$107.36M,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/anad,na,na,0,0
170,ADI US Equity,"Analog Devices, Inc.",59.13,$18.43B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi,na,na,0,0
171,ALOG US Equity,Analogic Corporation,84.98,$1.05B,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog,na,na,0,0
172,ANCB US Equity,Anchor Bancorp,21.6101,$55.11M,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb,na,na,0,0
173,ABCW US Equity,Anchor BanCorp Wisconsin Inc.,34.63,$320.16M,2014,Finance,Banks,http://www.nasdaq.com/symbol/abcw,na,na,0,0
174,AMCF US Equity,Andatee China Marine Fuel Services Corporation,1.51,$15.49M,2010,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/amcf,na,na,0,0
175,ANGI US Equity,"Angie&#39;s List, Inc.",6.73,$393.82M,2011,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi,na,na,0,0
176,ANGO US Equity,"AngioDynamics, Inc.",19.03,$681.68M,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango,na,na,0,0
177,ANIP US Equity,"ANI Pharmaceuticals, Inc.",68.66,$777.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip,na,na,0,0
178,ANIK US Equity,Anika Therapeutics Inc.,44.05,$638.9M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik,na,na,0,0
179,ANSS US Equity,"ANSYS, Inc.",87.25,$8.02B,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss,na,na,0,0
180,ATRS US Equity,"Antares Pharma, Inc.",2.59,$341.06M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs,na,na,0,0
181,ANTH US Equity,"Anthera Pharmaceuticals, Inc.",4.58,$105.06M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth,na,na,0,0
182,ABAC US Equity,"Aoxin Tianli Group, Inc.",1.61,$44.7M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac,na,na,0,0
183,ATNY US Equity,API Technologies Corp.,1.8548,$102.75M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/atny,na,na,0,0
184,APOG US Equity,"Apogee Enterprises, Inc.",45.21,$1.31B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog,na,na,0,0
185,APOL US Equity,"Apollo Education Group, Inc.",26.755,$2.9B,1994,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apol,na,na,0,0
186,AINV US Equity,Apollo Investment Corporation,7.81,$1.85B,2004,n/a,n/a,http://www.nasdaq.com/symbol/ainv,na,na,0,0
187,AAPL US Equity,Apple Inc.,129.495,$754.28B,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl,na,na,0,0
188,ARCI US Equity,"Appliance Recycling Centers of America, Inc.",2.82,$16.32M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci,na,na,0,0
189,APDN US Equity,Applied DNA Sciences Inc,3.73,$64.76M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn,na,na,0,0
190,APDNW US Equity,Applied DNA Sciences Inc,1.44,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw,na,na,0,0
191,AGTC US Equity,Applied Genetic Technologies Corporation,22.73,$373.72M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc,na,na,0,0
192,AMAT US Equity,"Applied Materials, Inc.",25.13,$30.7B,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat,na,na,0,0
193,AMCC US Equity,Applied Micro Circuits Corporation,4.84,$383.04M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/amcc,na,na,0,0
194,AAOI US Equity,"Applied Optoelectronics, Inc.",10.22,$151.42M,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi,na,na,0,0
195,AREX US Equity,Approach Resources Inc.,7.2,$284.8M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex,na,na,0,0
196,APRI US Equity,"Apricus Biosciences, Inc",1.94,$86M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri,na,na,0,0
197,APTO US Equity,"Aptose Biosciences, Inc.",4.6241,$54.1M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto,na,na,0,0
198,AQXP US Equity,"Aquinox Pharmaceuticals, Inc.",10.45,$111.76M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp,na,na,0,0
199,AUMA US Equity,AR Capital Acquisition Corp.,9.78,$293.4M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/auma,na,na,0,0
200,AUMAU US Equity,AR Capital Acquisition Corp.,9.85,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/aumau,na,na,0,0
201,AUMAW US Equity,AR Capital Acquisition Corp.,0.24,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/aumaw,na,na,0,0
202,ARDM US Equity,Aradigm Corporation,7.261,$106.93M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm,na,na,0,0
203,PETX US Equity,"Aratana Therapeutics, Inc.",16.98,$589.3M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx,na,na,0,0
204,ARBR US Equity,ArborGen Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arbr,na,na,0,0
205,ARCW US Equity,"ARC Group Worldwide, Inc.",6.27,$94.55M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw,na,na,0,0
206,ABIO US Equity,"ARCA biopharma, Inc.",0.6975,$14.75M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio,na,na,0,0
207,ARCB US Equity,ArcBest Corporation,41.38,$1.08B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb,na,na,0,0
208,ACGL US Equity,Arch Capital Group Ltd.,60.04,$7.75B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl,na,na,0,0
209,ACAT US Equity,Arctic Cat Inc.,36.36,$470.75M,1990,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/acat,na,na,0,0
210,ARDX US Equity,"Ardelyx, Inc.",17.18,$318.52M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx,na,na,0,0
211,ARNA US Equity,"Arena Pharmaceuticals, Inc.",4.65,$1.02B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna,na,na,0,0
212,ARCC US Equity,Ares Capital Corporation,16.92,$5.31B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc,na,na,0,0
213,AGII US Equity,"Argo Group International Holdings, Ltd.",52.39,$1.35B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii,na,na,0,0
214,AGIIL US Equity,"Argo Group International Holdings, Ltd.",25.181,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil,na,na,0,0
215,ARGS US Equity,"Argos Therapeutics, Inc.",9.19,$180.64M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args,na,na,0,0
216,ARIS US Equity,"ARI Network Services, Inc.",3.61,$51.37M,1991,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris,na,na,0,0
217,ARIA US Equity,"ARIAD Pharmaceuticals, Inc.",8.06,$1.51B,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aria,na,na,0,0
218,ARKR US Equity,Ark Restaurants Corp.,24.45,$82.76M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr,na,na,0,0
219,ARMH US Equity,ARM Holdings plc,51.68,$24.19B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/armh,na,na,0,0
220,ARTX US Equity,Arotech Corporation,2.61,$63.8M,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx,na,na,0,0
221,ARWA US Equity,Arowana Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arwa,na,na,0,0
222,ARQL US Equity,"ArQule, Inc.",1.35,$84.74M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql,na,na,0,0
223,ARRY US Equity,Array BioPharma Inc.,8.24,$1.15B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry,na,na,0,0
224,ARRS US Equity,"ARRIS Group, Inc.",28.59,$4.14B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs,na,na,0,0
225,DWAT US Equity,Arrow DWA Tactical ETF,10.7499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat,na,na,0,0
226,AROW US Equity,Arrow Financial Corporation,26.31,$331.69M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow,na,na,0,0
227,ARWR US Equity,Arrowhead Research Corporation,7.38,$404.37M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/arwr,na,na,0,0
228,ARTNA US Equity,Artesian Resources Corporation,21.59,$192.19M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna,na,na,0,0
229,ARTW US Equity,"Art&#39;s-Way Manufacturing Co., Inc.",4.68,$18.95M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw,na,na,0,0
230,ARUN US Equity,"Aruba Networks, Inc.",18.43,$2.02B,2007,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/arun,na,na,0,0
231,PUMP US Equity,"Asante Solutions, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pump,na,na,0,0
232,ASBB US Equity,"ASB Bancorp, Inc.",20.4,$89.32M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb,na,na,0,0
233,ASNA US Equity,"Ascena Retail Group, Inc.",13.16,$2.14B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna,na,na,0,0
234,ASND US Equity,Ascendis Pharma A/S,19.34,$443.58M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd,na,na,0,0
235,ASCMA US Equity,"Ascent Capital Group, Inc.",46.18,$636.36M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma,na,na,0,0
236,ASTI US Equity,"Ascent Solar Technologies, Inc.",1.7,$27.62M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asti,na,na,0,0
237,APWC US Equity,Asia Pacific Wire & Cable Corporation Limited,2.5,$34.5M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc,na,na,0,0
238,ASMI US Equity,ASM International N.V.,44.23,$2.82B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asmi,na,na,0,0
239,ASML US Equity,ASML Holding N.V.,104.85,$45.39B,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml,na,na,0,0
240,AZPN US Equity,"Aspen Technology, Inc.",39.07,$3.45B,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn,na,na,0,0
241,ASMB US Equity,"Assembly Biosciences, Inc.",14.95,$159.17M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb,na,na,0,0
242,ASFI US Equity,"Asta Funding, Inc.",8.44,$109.6M,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi,na,na,0,0
243,ASTE US Equity,"Astec Industries, Inc.",39.27,$900.41M,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste,na,na,0,0
244,ALOT US Equity,"Astro-Med, Inc.",14.78,$107M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot,na,na,0,0
245,ATRO US Equity,Astronics Corporation,66.89,$1.46B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro,na,na,0,0
246,ASTC US Equity,Astrotech Corporation,3.1799,$63.64M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc,na,na,0,0
247,ASUR US Equity,Asure Software Inc,5.93,$35.87M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur,na,na,0,0
248,ATAI US Equity,ATA Inc.,4.37,$100.71M,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai,na,na,0,0
249,ATRA US Equity,"Atara Biotherapeutics, Inc.",21.32,$519.36M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra,na,na,0,0
250,ATHN US Equity,"athenahealth, Inc.",132.96,$5.08B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn,na,na,0,0
251,AFCB US Equity,Athens Bancshares Corporation,25.45,$45.85M,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/afcb,na,na,0,0
252,ATHX US Equity,"Athersys, Inc.",2.37,$183.71M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx,na,na,0,0
253,AAME US Equity,Atlantic American Corporation,3.99,$82.28M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame,na,na,0,0
254,ACFC US Equity,Atlantic Coast Financial Corporation,3.88,$60.18M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc,na,na,0,0
255,ATNI US Equity,"Atlantic Tele-Network, Inc.",65,$1.03B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni,na,na,0,0
256,ATLC US Equity,Atlanticus Holdings Corporation,2.88,$40.06M,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc,na,na,0,0
257,AAWW US Equity,Atlas Air Worldwide Holdings,47.23,$1.17B,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww,na,na,0,0
258,AFH US Equity,"Atlas Financial Holdings, Inc.",17.65,$207.77M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh,na,na,0,0
259,ATML US Equity,Atmel Corporation,8.38,$3.5B,1991,Technology,Semiconductors,http://www.nasdaq.com/symbol/atml,na,na,0,0
260,ATOS US Equity,Atossa Genetics Inc.,1.64,$40.29M,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos,na,na,0,0
261,ATRC US Equity,"AtriCure, Inc.",18.5,$508.21M,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc,na,na,0,0
262,ATRI US Equity,ATRION Corporation,317.01,$617.36M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri,na,na,0,0
263,ATRM US Equity,"ATRM Holdings, Inc.",3.36,$3.99M,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/atrm,na,na,0,0
264,ATTU US Equity,Attunity Ltd.,9.65,$146.48M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu,na,na,0,0
265,AUBN US Equity,"Auburn National Bancorporation, Inc.",24.7499,$90.17M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn,na,na,0,0
266,ADNC US Equity,"Audience, Inc.",4.67,$107.3M,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/adnc,na,na,0,0
267,AUDC US Equity,AudioCodes Ltd.,5.37,$227.15M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc,na,na,0,0
268,AUPH US Equity,Aurinia Pharmaceuticals Inc,3.84,$122.18M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph,na,na,0,0
269,EARS US Equity,Auris Medical Holding AG,5.8,$167.94M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears,na,na,0,0
270,ASPX US Equity,"Auspex Pharmaceuticals, Inc.",70.25,$2.2B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aspx,na,na,0,0
271,ADAT US Equity,Authentidate Holding Corp.,0.82,$34.25M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adat,na,na,0,0
272,ABTL US Equity,Autobytel Inc.,10,$90.29M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl,na,na,0,0
273,ADSK US Equity,"Autodesk, Inc.",62.37,$14.19B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk,na,na,0,0
274,AGMX US Equity,"AutoGenomics, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agmx,na,na,0,0
275,ADP US Equity,"Automatic Data Processing, Inc.",88.685,$42.14B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp,na,na,0,0
276,AVGO US Equity,Avago Technologies Limited,112.06,$28.61B,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo,na,na,0,0
277,AAVL US Equity,"Avalanche Biotechnologies, Inc.",40.06,$995.08M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aavl,na,na,0,0
278,AVNU US Equity,"Avenue Financial Holdings, Inc.",11.75,$117.62M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/avnu,na,na,0,0
279,AVEO US Equity,"AVEO Pharmaceuticals, Inc.",0.9297,$48.58M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo,na,na,0,0
280,AVNW US Equity,"Aviat Networks, Inc.",1.27,$79.16M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw,na,na,0,0
281,AVID US Equity,"Avid Technology, Inc.",14.74,$578.01M,1993,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/avid,na,na,0,0
282,AVGR US Equity,"Avinger, Inc.",10.41,$106.49M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr,na,na,0,0
283,CAR US Equity,"Avis Budget Group, Inc.",62.45,$6.63B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car,na,na,0,0
284,AWRE US Equity,"Aware, Inc.",4.59,$104.95M,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre,na,na,0,0
285,ACLS US Equity,"Axcelis Technologies, Inc.",2.7,$302.41M,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls,na,na,0,0
286,AXPW US Equity,"Axion Power International, Inc.",0.46,$3.28M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/axpw,na,na,0,0
287,AXPWW US Equity,"Axion Power International, Inc.",0.14,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/axpww,na,na,0,0
288,AXGN US Equity,"AxoGen, Inc.",3.17,$79.02M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn,na,na,0,0
289,AXTI US Equity,AXT Inc,2.64,$86.69M,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti,na,na,0,0
290,BCOM US Equity,B Communications Ltd.,17.09,$510.8M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom,na,na,0,0
291,BOSC US Equity,B.O.S. Better Online Solutions,3.1,$4.15M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc,na,na,0,0
292,BEAV US Equity,"B/E Aerospace, Inc.",64.54,$6.8B,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav,na,na,0,0
293,BIDU US Equity,"Baidu, Inc.",209.63,$73.52B,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu,na,na,0,0
294,BCPC US Equity,Balchem Corporation,58.9,$1.81B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc,na,na,0,0
295,BWINA US Equity,"Baldwin & Lyons, Inc.",23.8,$356.41M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina,na,na,0,0
296,BWINB US Equity,"Baldwin & Lyons, Inc.",23.19,$347.27M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb,na,na,0,0
297,BLDP US Equity,"Ballard Power Systems, Inc.",2.41,$318.37M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp,na,na,0,0
298,BANF US Equity,BancFirst Corporation,58.97,$913.24M,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf,na,na,0,0
299,BANFP US Equity,BancFirst Corporation,28.7,$28.7M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp,na,na,0,0
300,BKMU US Equity,Bank Mutual Corporation,7.15,$332.93M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu,na,na,0,0
301,BOCH US Equity,Bank of Commerce Holdings (CA),5.7399,$76.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch,na,na,0,0
302,BMRC US Equity,Bank of Marin Bancorp,50.18,$297.74M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc,na,na,0,0
303,BKSC US Equity,Bank of South Carolina Corp.,14.91,$66.52M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc,na,na,0,0
304,BOTJ US Equity,"Bank of the James Financial Group, Inc.",11,$37.01M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj,na,na,0,0
305,OZRK US Equity,Bank of the Ozarks,35.5,$2.83B,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk,na,na,0,0
306,BFIN US Equity,BankFinancial Corporation,11.97,$252.59M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin,na,na,0,0
307,BWFG US Equity,"Bankwell Financial Group, Inc.",18.82,$133.03M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg,na,na,0,0
308,BANR US Equity,Banner Corporation,44.54,$871.72M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr,na,na,0,0
309,TAPR US Equity,Barclays Inverse US Treasury Composite ETN,32.96,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr,na,na,0,0
